Local,Data,Etiqueta,Número,Gênero,Epíteto,tipo de coleta
Catimbau,23/03/13,AAGARDA,8007,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8008,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8009,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8010,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8011,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8012,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8013,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8014,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8015,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8016,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8017,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8018,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8019,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8020,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8021,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8022,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8023,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8024,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8025,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8026,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8027,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8028,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8029,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8030,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8031,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8032,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8033,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8034,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8035,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8036,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8037,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8038,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8039,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8040,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8041,Pipa ,carvalhoi,busca ativa
Catimbau,23/03/13,AAGARDA,8042,Phyllopezus,pollicaris,busca ativa
Catimbau,23/03/13,AAGARDA,8043,Phyllopezus,pollicaris,busca ativa
Catimbau,23/03/13,AAGARDA,8044,Gymnodactylus,geckoides,busca ativa
Catimbau,23/03/13,AAGARDA,8045,Phyllopezus,pollicaris,busca ativa
Catimbau,23/03/13,AAGARDA,8046,Phyllopezus,pollicaris,busca ativa
Catimbau,23/03/13,AAGARDA,8047,Dendropsophus,oliveirai,busca ativa
Catimbau,23/03/13,AAGARDA,8048,Rhinella,jimi,busca ativa
Catimbau,23/03/13,AAGARDA,8049,Rhinella,jimi,busca ativa
Catimbau,23/03/13,AAGARDA,8050,Leptodactylus,vastus,busca ativa
Catimbau,23/03/13,AAGARDA,8051,Leptodactylus,vastus,busca ativa
Catimbau,23/03/13,AAGARDA,8052,Hemidactylus,brasilianus,busca ativa
Catimbau,23/03/13,AAGARDA,8053,Hypsiboas,crepitans,busca ativa
Catimbau,23/03/13,AAGARDA,8054,Scinax,x-signatus,busca ativa
Catimbau,23/03/13,AAGARDA,8055,Scinax,x-signatus,busca ativa
Catimbau,23/03/13,AAGARDA,8056,Proceratophrys,cristiceps,busca ativa
Catimbau,23/03/13,AAGARDA,8057,Hypsiboas,crepitans,busca ativa
Catimbau,23/03/13,AAGARDA,8058,Hypsiboas,crepitans,busca ativa
Catimbau,23/03/13,AAGARDA,8059,Hypsiboas,crepitans,busca ativa
Catimbau,23/03/13,AAGARDA,8060,Scinax,x-signatus,busca ativa
Catimbau,23/03/13,AAGARDA,8061,Leptodactylus,vastus,busca ativa
Catimbau,24/03/13,AAGARDA,8062,Tropidurus,semitaeniatus,busca ativa
Catimbau,24/03/13,AAGARDA,8063,Cnemidophorus,ocellifer,busca ativa
Catimbau,24/03/13,AAGARDA,8091,Mabuya,heathi,busca ativa
Catimbau,23/03/13,AAGARDA,8101,Scinax,pachycrus,busca ativa
Catimbau,23/03/13,AAGARDA,8102,Hypsiboas,crepitans,busca ativa
Catimbau,22/03/13,AAGARDA,8103,Kynosternum,scorpioides,busca ativa
Catimbau,24/03/13,AAGARDA,8104,Pipa ,carvalhoi,busca ativa
Catimbau,24/03/13,AAGARDA,8105,Pipa ,carvalhoi,busca ativa
Catimbau,24/03/13,AAGARDA,8106,Hemidactylus,brasilianus,busca ativa
Catimbau,24/03/13,AAGARDA,8107,Hemidactylus,brasilianus,busca ativa
Catimbau,24/03/13,AAGARDA,8108,Hemidactylus,brasilianus,busca ativa
Catimbau,24/03/13,AAGARDA,8109,Hemidactylus,brasilianus,busca ativa
Catimbau,24/03/13,AAGARDA,8110,Phyllopezus,pollicaris,busca ativa
Catimbau,24/03/13,AAGARDA,8111,Phyllodytes,acuminatus,busca ativa
Catimbau,24/03/13,AAGARDA,8112,Phyllodytes,acuminatus,busca ativa
Catimbau,24/03/13,AAGARDA,8113,Phyllodytes,acuminatus,busca ativa
Catimbau,24/03/13,AAGARDA,8114,Phyllodytes,acuminatus,busca ativa
Catimbau,24/03/13,AAGARDA,8115,Phyllodytes,acuminatus,busca ativa
Catimbau,24/03/13,AAGARDA,8116,Phyllodytes,acuminatus,busca ativa
Catimbau,25/03/13,AAGARDA,8117,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8118,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8119,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8121,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8122,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8123,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8124,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8125,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8141,Gymnodactylus,geckoides,busca ativa
Catimbau,25/03/13,AAGARDA,8142,Phyllopezus,pollicaris,busca ativa
Catimbau,25/03/13,AAGARDA,8154,Phyllopezus,pollicaris,busca ativa
Catimbau,25/03/13,AAGARDA,8155,Hemidactylus,brasilianus,busca ativa
Catimbau,25/03/13,AAGARDA,8156,Hemidactylus,brasilianus,busca ativa
Catimbau,25/03/13,AAGARDA,8157,Gymnodactylus,geckoides,busca ativa
Catimbau,26/03/13,AAGARDA,8158,Tropidurus,semitaeniatus,busca ativa
Catimbau,26/03/13,AAGARDA,8159,Tropidurus,semitaeniatus,busca ativa
Catimbau,26/03/13,AAGARDA,8160,Tropidurus,semitaeniatus,busca ativa
Catimbau,26/03/13,AAGARDA,8161,Tropidurus,semitaeniatus,busca ativa
Catimbau,25/03/13,AAGARDA,8162,Hypsiboas,crepitans,busca ativa
Catimbau,25/03/13,AAGARDA,8163,Leptodactylus,troglodytes,busca ativa
Catimbau,25/03/13,AAGARDA,8164,Hypsiboas,crepitans,busca ativa
Catimbau,25/03/13,AAGARDA,8165,Leptodactylus,latrans,busca ativa
Catimbau,25/03/13,AAGARDA,8166,Leptodactylus,latrans,busca ativa
Catimbau,25/03/13,AAGARDA,8167,Phyllodytes,acuminatus,busca ativa
Catimbau,25/03/13,AAGARDA,8168,Phyllodytes,acuminatus,busca ativa
Catimbau,25/03/13,AAGARDA,8169,Rhinella,granulosa,busca ativa
Catimbau,25/03/13,AAGARDA,8170,Scinax,x-signatus,busca ativa
Catimbau,25/03/13,AAGARDA,8171,Scinax,x-signatus,busca ativa
Catimbau,25/03/13,AAGARDA,8186,Pseudoboa,nigra,busca ativa
Catimbau,25/03/13,AAGARDA,8187,Leptodactylus,sp1,busca ativa
Catimbau,25/03/13,AAGARDA,8188,Leptodactylus,latrans,busca ativa
Catimbau,26/03/13,AAGARDA,8189,Dermatonotus,muelleri,busca ativa
Catimbau,26/03/13,AAGARDA,8190,Scinax,x-signatus,busca ativa
Catimbau,26/03/13,AAGARDA,8191,Pleurodema,diplolister,busca ativa
Catimbau,26/03/13,AAGARDA,8192,Phyllodites,acuminatus,busca ativa
Catimbau,26/03/13,AAGARDA,8193,Hypsiboas,crepitans,busca ativa
Catimbau,26/03/13,AAGARDA,8194,Phyllopezus,pollicaris,busca ativa
Catimbau,26/03/13,AAGARDA,8195,Phyllopezus,pollicaris,busca ativa
Catimbau,26/03/13,AAGARDA,8196,Phyllopezus,pollicaris,busca ativa
Catimbau,26/03/13,AAGARDA,8197,Phyllopezus,pollicaris,busca ativa
Catimbau,26/03/13,AAGARDA,8198,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8200,Dipoglossus,lessonae,busca ativa
Catimbau,27/03/13,AAGARDA,8201,Mabuya,agmosticha,busca ativa
Catimbau,27/03/13,AAGARDA,8202,Dipoglossus,lessonae,busca ativa
Catimbau,27/03/13,AAGARDA,8211,Hemidactylus,brasilianus,busca ativa
Catimbau,27/03/13,AAGARDA,8212,Mabuya,agmosticha,busca ativa
Catimbau,27/03/13,AAGARDA,8213,Mabuya,agmosticha,busca ativa
Catimbau,27/03/13,AAGARDA,8214,Mabuya,agmosticha,busca ativa
Catimbau,27/03/13,AAGARDA,8215,Dermatonotus,muelleri,busca ativa
Catimbau,27/03/13,AAGARDA,8216,Tropidurus,semitaeniatus,busca ativa
Catimbau,27/03/13,AAGARDA,8217,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8218,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8219,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8220,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8221,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8222,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8223,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8224,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8225,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8226,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8227,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8228,Phyllopezus,pollicaris,busca ativa
Catimbau,27/03/13,AAGARDA,8229,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8230,Hypsiboas,crepitans,busca ativa
Catimbau,27/03/13,AAGARDA,8231,Hypsiboas,crepitans,busca ativa
Catimbau,27/03/13,AAGARDA,8232,Pleurodema,diplolister,busca ativa
Catimbau,27/03/13,AAGARDA,8233,Scinax,x-signatus,busca ativa
Catimbau,27/03/13,AAGARDA,8234,Pleurodema,diplolister,busca ativa
Catimbau,27/03/13,AAGARDA,8235,Rhinella,granulosa,busca ativa
Catimbau,26/03/13,AAGARDA,8261,Corythomantis,greeningi,busca ativa
Catimbau,27/03/13,AAGARDA,8262,Gymnodactylus,geckoides,busca ativa
Catimbau,27/03/13,AAGARDA,8264,Mabuya,agmosticha,busca ativa
Catimbau,27/03/13,AAGARDA,8265,Trachycephalus,atlas,busca ativa
Catimbau,27/03/13,AAGARDA,8266,Leptodactylus,sp2.,busca ativa
Catimbau,27/03/13,AAGARDA,8267,Leptodactylus,sp2.,busca ativa
Catimbau,27/03/13,AAGARDA,8268,Leptodactylus,sp2.,busca ativa
Catimbau,27/03/13,AAGARDA,8269,Lygodactylus,klugei,busca ativa
Catimbau,26/03/13,AAGARDA,8270,Scinax,pachycrus,busca ativa
Catimbau,28/03/13,AAGARDA,8273,Leptodactylus,troglodytes,busca ativa
Catimbau,28/03/13,AAGARDA,8274,Leptodactylus,troglodytes,busca ativa
Catimbau,28/03/13,AAGARDA,8275,Leptodactylus,troglodytes,busca ativa
Catimbau,28/03/13,AAGARDA,8276,Leptodactylus,troglodytes,busca ativa
Catimbau,28/03/13,AAGARDA,8277,Pleurodema,diplolister,busca ativa
Catimbau,28/03/13,AAGARDA,8278,Oxyrhopus,trigeminus,busca ativa
Catimbau,28/03/13,AAGARDA,8279,Gymnodactylus,geckoides,busca ativa
Catimbau,28/03/13,AAGARDA,8280,Hemidactylus,brasilianus,busca ativa
Catimbau,28/03/13,AAGARDA,8281,Phyllopezus,pollicaris,busca ativa
Catimbau,28/03/13,AAGARDA,8282,Phyllopezus,pollicaris,busca ativa
Catimbau,28/03/13,AAGARDA,8283,Phyllopezus,pollicaris,busca ativa
Catimbau,28/03/13,AAGARDA,8284,Phyllopezus,pollicaris,busca ativa
Catimbau,28/03/13,AAGARDA,8285,Gymnodactylus,geckoides,busca ativa
Catimbau,28/03/13,AAGARDA,8286,Gymnodactylus,geckoides,busca ativa
Catimbau,28/03/13,AAGARDA,8287,Hemidactylus,brasilianus,busca ativa
Catimbau,28/03/13,AAGARDA,8288,Hemidactylus,brasilianus,busca ativa
Catimbau,28/03/13,AAGARDA,8289,Hemidactylus,brasilianus,busca ativa
Catimbau,28/03/213,AAGARDA,8314,Phyllopezus,pollicaris,busca ativa
Catimbau,30/03/13,AAGARDA,8338,Hemidactylus,mabouia,busca ativa
Catimbau,30/03/13,AAGARDA,8339,Phyllopezus,pollicaris,busca ativa
Catimbau,30/03/13,AAGARDA,8340,Phyllopezus,pollicaris,busca ativa
Catimbau,30/03/13,AAGARDA,8341,Hemidactylus,brasilianus,busca ativa
Catimbau,30/03/13,AAGARDA,8342,Phyllopezus,pollicaris,busca ativa
Catimbau,30/03/13,AAGARDA,8343,Phyllopezus,pollicaris,busca ativa
Catimbau,30/03/13,AAGARDA,8344,Phyllodytes,acuminatus,busca ativa
Catimbau,30/03/13,AAGARDA,8345,Phyllodytes,acuminatus,busca ativa
Catimbau,30/03/13,AAGARDA,8346,Scinax,x-signatus,busca ativa
Catimbau,31/03/13,AAGARDA,8351,Hemidactylus,brasilianus,busca ativa
Catimbau,31/03/13,AAGARDA,8352,Gymnodactylus,geckoides,busca ativa
Catimbau,31/03/13,AAGARDA,8353,Gymnodactylus,geckoides,busca ativa
Catimbau,31/03/13,AAGARDA,8354,Gymnodactylus,geckoides,busca ativa
Catimbau,31/03/13,AAGARDA,8355,Tropidurus,semitaeniatus,busca ativa
Catimbau,31/03/13,AAGARDA,8356,Apostolepis,cearensis,busca ativa
Catimbau,31/03/13,AAGARDA,8360,Tropidurus,semitaeniatus,busca ativa
Catimbau,31/03/13,AAGARDA,8361,Gymnodactylus,geckoides,busca ativa
Catimbau,01/04/13,AAGARDA,8377,Tropidurus,semitaeniatus,busca ativa
Catimbau,01/04/13,AAGARDA,8378,Hemidactylus,brasilianus,busca ativa
Catimbau,01/04/13,AAGARDA,8379,Hemidactylus,brasilianus,busca ativa
Catimbau,01/04/13,AAGARDA,8380,Tropidurus,semitaeniatus,busca ativa
Catimbau,01/04/13,AAGARDA,8381,Scinax,x-signatus,busca ativa
Catimbau,27/03/13,AAGARDA,8382,Hypsiboas,crepitans,busca ativa
Catimbau,01/04/13,AAGARDA,8383,Phyllodytes,acuminatus,busca ativa
Catimbau,01/04/13,AAGARDA,8384,Phyllodytes,acuminatus,busca ativa
Catimbau,01/04/13,AAGARDA,8385,Rhinella,granulosa,busca ativa
Catimbau,01/04/13,AAGARDA,8386,Leptodactylus,troglodytes,busca ativa
Catimbau,01/04/13,AAGARDA,8387,Leptodactylus,troglodytes,busca ativa
Catimbau,01/04/13,AAGARDA,8388,Leptodactylus,troglodytes,busca ativa
Catimbau,01/04/13,AAGARDA,8389,Leptodactylus,troglodytes,busca ativa
Catimbau,01/04/13,AAGARDA,8398,Phyllomedusa,nordestina,busca ativa
Catimbau,01/04/13,AAGARDA,8399,Dendropsophus,soaresi,busca ativa
Catimbau,02/04/13,AAGARDA,8400,Phyllopezus,pollicaris,busca ativa
Catimbau,02/04/13,AAGARDA,8401,Phyllopezus,pollicaris,busca ativa
Catimbau,02/04/13,AAGARDA,8402,Phyllopezus,pollicaris,busca ativa
Catimbau,02/04/13,AAGARDA,8403,Phyllopezus,pollicaris,busca ativa
Catimbau,02/04/13,AAGARDA,8404,Thamnodynastes,sertaneja,busca ativa
Catimbau,02/04/13,AAGARDA,8405,Phyllomedusa,nordestina,busca ativa
Catimbau,03/04/12,AAGARDA,8406,Tropidurus,cocorobensis,busca ativa
Catimbau,03/04/12,AAGARDA,8407,Tropidurus,semitaeniatus,busca ativa
Catimbau,03/04/12,AAGARDA,8417,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8418,Odontophrynus,carvalhoi,busca ativa
Catimbau,03/04/12,AAGARDA,8419,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8420,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8424,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8425,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8426,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8427,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8428,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8429,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8430,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8431,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8432,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8433,Pleurodema,diplolister,busca ativa
Catimbau,03/04/12,AAGARDA,8434,Dermatonotus,muelleri,busca ativa
Catimbau,03/04/12,AAGARDA,8435,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8436,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8437,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8438,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8439,Proceratophrys,cristiceps,busca ativa
Catimbau,03/04/12,AAGARDA,8440,Proceratophrys,cristiceps,busca ativa
Catimbau,04/04/13,AAGARDA,8449,Lygodactylus,klugei,busca ativa
Catimbau,04/04/13,AAGARDA,8456,Phyllomedusa,nordestina,busca ativa
Catimbau,04/04/13,AAGARDA,8457,Pseudoboa,nigra,busca ativa
Catimbau,05/04/13,AAGARDA,8473,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8474,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8475,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8476,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8477,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8478,Hemidactylus,brasilianus,busca ativa
Catimbau,05/04/13,AAGARDA,8479,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8480,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8481,Gymnodactylus,geckoides,busca ativa
Catimbau,05/04/13,AAGARDA,8482,Hemidactylus,brasilianus,busca ativa
Catimbau,05/04/13,AAGARDA,8483,Micrablepharus,maximiliani,busca ativa
Catimbau,05/04/13,AAGARDA,8484,Hemidactylus,brasilianus,busca ativa
Catimbau,05/04/13,AAGARDA,8485,Hemidactylus,brasilianus,busca ativa
Catimbau,05/04/13,AAGARDA,8486,Phyllopezus,pollicaris,busca ativa
Catimbau,05/04/13,AAGARDA,8487,Hypsiboas,crepitans,busca ativa
Catimbau,05/04/13,AAGARDA,8488,Pleurodema,diplolister,busca ativa
Catimbau,05/04/13,AAGARDA,8489,Leptodactylus,troglodytes,busca ativa
Catimbau,05/04/13,AAGARDA,8490,Leptodactylus,troglodytes,busca ativa
Catimbau,05/04/13,AAGARDA,8491,Leptodactylus,vastus,busca ativa
Catimbau,05/04/13,AAGARDA,8492,Bothrops,erythromelas,busca ativa
Catimbau,05/04/13,AAGARDA,8493,Phyllopezus,pollicaris,busca ativa
Catimbau,06/04/13,AAGARDA,8496,Tropidurus,semitaeniatus,busca ativa
Catimbau,05/04/13,AAGARDA,8503,Scinax,sp.,busca ativa
Catimbau,06/04/13,AAGARDA,8505,Tropidurus,hispidus,busca ativa
Catimbau,06/04/13,AAGARDA,8506,Tropidurus,semitaeniatus,busca ativa
Catimbau,06/04/13,AAGARDA,8507,Enyalius,bibronii,busca ativa
Catimbau,06/04/13,AAGARDA,8508,Acratosaura,mentalis,busca ativa
Catimbau,06/04/13,AAGARDA,8509,Anotosaura,vanzolinia,busca ativa
Catimbau,06/04/13,AAGARDA,8510,Gymnodactylus,geckoides,busca ativa
Catimbau,06/04/13,AAGARDA,8511,Gymnodactylus,geckoides,busca ativa
Catimbau,06/04/13,AAGARDA,8512,Gymnodactylus,geckoides,busca ativa
Catimbau,06/04/13,AAGARDA,8513,Hemidactylus,brasilianus,busca ativa
Catimbau,06/04/13,AAGARDA,8514,Hemidactylus,mabouia,busca ativa
Catimbau,06/04/13,AAGARDA,8515,Hemidactylus,brasilianus,busca ativa
Catimbau,06/04/13,AAGARDA,8516,Vanzosaura,rubricauda,busca ativa
Catimbau,06/04/13,AAGARDA,8517,Acratosaura,mentalis,busca ativa
Catimbau,06/04/13,AAGARDA,8518,Leptodactylus,troglodytes,busca ativa
Catimbau,06/04/13,AAGARDA,8519,Hypsiboas,crepitans,busca ativa
Catimbau,06/04/13,AAGARDA,8520,Hypsiboas,crepitans,busca ativa
Catimbau,07/04/13,AAGARDA,8521,Tropidurus,cocorobensis,busca ativa
Catimbau,07/04/13,AAGARDA,8522,Mabuya,heathi,busca ativa
Catimbau,07/04/13,AAGARDA,8533,Tropidurus,semitaeniatus,busca ativa
Catimbau,07/04/13,AAGARDA,8534,Hemidactylus,brasilianus,busca ativa
Catimbau,07/04/13,AAGARDA,8535,Hemidactylus,brasilianus,busca ativa
Catimbau,07/04/13,AAGARDA,8537,Leptodactylus,vastus,busca ativa
Catimbau,07/04/13,AAGARDA,8538,Phyllopezus,pollicaris,busca ativa
Catimbau,07/04/13,AAGARDA,8539,Phyllopezus,pollicaris,busca ativa
Catimbau,08/04/13,AAGARDA,8549,Phyllopezus,pollicaris,busca ativa
Catimbau,08/04/13,AAGARDA,8550,Gymnodactylus,geckoides,busca ativa
Catimbau,08/04/13,AAGARDA,8551,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8552,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8553,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8554,Gymnodactylus,geckoides,busca ativa
Catimbau,08/04/13,AAGARDA,8555,Gymnodactylus,geckoides,busca ativa
Catimbau,08/04/13,AAGARDA,8556,Gymnodactylus,geckoides,busca ativa
Catimbau,08/04/13,AAGARDA,8557,Gymnodactylus,geckoides,busca ativa
Catimbau,08/04/13,AAGARDA,8558,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8559,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8560,Hemidactylus,brasilianus,busca ativa
Catimbau,08/04/13,AAGARDA,8561,Thamnodynastes,sertaneja,busca ativa
Catimbau,08/04/13,AAGARDA,8562,Tropidurus,semitaeniatus,busca ativa
Catimbau,08/04/13,AAGARDA,8563,Tropidurus,semitaeniatus,busca ativa
Catimbau,08/04/13,AAGARDA,8564,Tropidurus,cocorobensis,busca ativa
Catimbau,08/04/13,AAGARDA,8567,Phyllopezus,pollicaris,busca ativa
Catimbau,08/04/13,AAGARDA,8568,Polychrus,acutirostris,busca ativa
Catimbau,09/04/13,AAGARDA,8571,Hemidactylus,brasilianus,busca ativa
Catimbau,09/04/13,AAGARDA,8572,Gymnodactylus,geckoides,busca ativa
Catimbau,09/04/13,AAGARDA,8573,Gymnodactylus,geckoides,busca ativa
Catimbau,09/04/13,AAGARDA,8577,Tropidurus,semitaeniatus,busca ativa
Catimbau,09/04/13,AAGARDA,8585,Mabuya,agmosticha,busca ativa
Catimbau,09/04/13,AAGARDA,8586,Mabuya,agmosticha,busca ativa
Catimbau,09/04/13,AAGARDA,8591,Tropidurus,cocorobensis,busca ativa
Catimbau,09/04/13,AAGARDA,8594,Phyllopezus,periosus,busca ativa
Catimbau,09/04/13,AAGARDA,8595,Phyllopezus,pollicaris,busca ativa
Catimbau,09/04/13,AAGARDA,8596,Phyllopezus,pollicaris,busca ativa
Catimbau,09/04/13,AAGARDA,8597,Phyllopezus,pollicaris,busca ativa
Catimbau,10/04/13,AAGARDA,8598,Tropidurus,cocorobensis,busca ativa
Catimbau,10/04/13,AAGARDA,8599,Tropidurus,cocorobensis,busca ativa
Catimbau,10/04/13,AAGARDA,8600,Tropidurus,cocorobensis,busca ativa
Catimbau,10/04/13,AAGARDA,8601,Tropidurus,semitaeniatus,busca ativa
Catimbau,09/04/13,AAGARDA,8603,Phyllopezus,periosus,busca ativa
Catimbau,10/04/13,AAGARDA,8606,Pseudoboa,nigra,busca ativa
Catimbau,09/04/13,AAGARDA,8607,Rodriguesophis,iglesiai,busca ativa
Catimbau,10/04/13,AAGARDA,8608,Phyllomedusa,nordestina,busca ativa
Catimbau,10/04/13,AAGARDA,8609,Lygodactylus,klugei,busca ativa
Catimbau,10/04/13,AAGARDA,8610,Mabuya,agmosticha,busca ativa
Catimbau,11/04/13,AAGARDA,8616,Mabuya,heathi,busca ativa
Catimbau,11/04/13,AAGARDA,8623,Tropidurus,semitaeniatus,busca ativa
Catimbau,11/04/13,AAGARDA,8624,Hemidactylus,brasilianus,busca ativa
Catimbau,11/04/13,AAGARDA,8625,Tropidurus,hispidus,busca ativa
Catimbau,11/04/13,AAGARDA,8626,Phyllopezus,pollicaris,busca ativa
Catimbau,11/04/13,AAGARDA,8627,Phyllopezus,pollicaris,busca ativa
Catimbau,11/04/13,AAGARDA,8628,Phyllopezus,periosus,busca ativa
Catimbau,11/04/13,AAGARDA,8629,Phyllopezus,periosus,busca ativa
Catimbau,12/04/13,AAGARDA,8634,Tropidurus,cocorobensis,busca ativa
Catimbau,12/04/13,AAGARDA,8635,Tropidurus,semitaeniatus,busca ativa
Catimbau,12/04/13,AAGARDA,8636,Anotosaura,vanzolinia,busca ativa
Catimbau,12/04/13,AAGARDA,8637,Gymnodactylus,geckoides,busca ativa
Catimbau,12/04/13,AAGARDA,8638,Anotosaura,vanzolinia,busca ativa
Catimbau,12/04/13,AAGARDA,8639,Anotosaura,vanzolinia,busca ativa
Catimbau,12/04/13,AAGARDA,8640,Anotosaura,vanzolinia,busca ativa
Catimbau,12/04/13,AAGARDA,8641,Phyllopezus,periosus,busca ativa
Catimbau,13/04/13,AAGARDA,8648,Lygodactylus,klugei,busca ativa
