Local,Data,Etiqueta,Número,Gênero,Epíteto,tipo de coleta
Aiuaba,14/09/13,CHUFPB,2000,Pseudopaludicola,pocoto,busca ativa
Aiuaba,14/09/13,CHUFPB,3012,Pseudopaludicola,pocoto,busca ativa
Aiuaba,14/09/13,CHUFPB,3013,Pseudopaludicola,pocoto,busca ativa
Aiuaba,14/09/13,CHUFPB,3014,Pseudopaludicola,pocoto,busca ativa
Aiuaba,15/09/13,CHUFPB,3015,Lygodactylus,klugei,busca ativa
Aiuaba,15/09/13,CHUFPB,3016,Vanzosaura,rubricauda,busca ativa
Aiuaba,15/09/13,CHUFPB,3017,Leptodactylus,macrosternum,busca ativa
Aiuaba,15/09/13,CHUFPB,3018,Leptodactylus,macrosternum,busca ativa
Aiuaba,15/09/13,CHUFPB,3019,Leptodactylus,macrosternum,busca ativa
Aiuaba,15/09/13,CHUFPB,3020,Leptodactylus,macrosternum,busca ativa
Aiuaba,14/09/13,CHUFPB,3021,Gymnodactylus,geckoides,busca ativa
Aiuaba,15/09/13,CHUFPB,3022,Hemidactylus,mabouia,busca ativa
Aiuaba,15/09/13,CHUFPB,3023,Lygodactylus,klugei,busca ativa
Aiuaba,15/09/13,CHUFPB,3024,Hemidactylus,mabouia,busca ativa
Aiuaba,15/09/13,CHUFPB,3025,Oxyrhopus,trigeminus,busca ativa
Aiuaba,15/09/13,CHUFPB,3026,Pseudopaludicola,pocoto,busca ativa
Aiuaba,17/09/13,CHUFPB,3027,Bothrops,leucurus,encontro ocasional
Aiuaba,17/09/13,CHUFPB,3028,Leptodactylus,vastus,busca ativa
Aiuaba,18/09/13,CHUFPB,3029,Tropidurus,hispidus,pit 22
Aiuaba,18/09/13,CHUFPB,3030,Cnemidophurus,gr. ocellifer,pit 19
Aiuaba,18/09/13,CHUFPB,3031,Cnemidophurus,gr. ocellifer,pit 19
Aiuaba,18/09/13,CHUFPB,3032,Gymnodactylus,geckoides,pit 25
Aiuaba,18/09/13,CHUFPB,3033,Tropidurus,hispidus,pit 5
Aiuaba,18/09/13,CHUFPB,3034,Gymnodactylus,geckoides,pit 5
Aiuaba,18/09/13,CHUFPB,3035,Cnemidophurus,gr. ocellifer,pit 16
Aiuaba,18/09/13,CHUFPB,3036,Gymnodactylus,geckoides,pit 31
Aiuaba,18/09/13,CHUFPB,3037,Cnemidophurus,gr. ocellifer,pit 16
Aiuaba,18/09/13,CHUFPB,3038,Gymnodactylus,geckoides,pit 20
Aiuaba,18/09/13,CHUFPB,3039,Gymnodactylus,geckoides,pit 20
Aiuaba,18/09/13,CHUFPB,3040,Gymnodactylus,geckoides,pit 20
Aiuaba,18/09/13,CHUFPB,3041,Gymnodactylus,geckoides,pit 20
Aiuaba,18/09/13,CHUFPB,3042,Gymnodactylus,geckoides,pit 10
Aiuaba,18/09/13,CHUFPB,3043,Gymnodactylus,geckoides,pit 13
Aiuaba,18/09/13,CHUFPB,3044,Vanzosaura,rubricauda,pit 13
Aiuaba,18/09/13,CHUFPB,3045,Vanzosaura,rubricauda,pit 13
Aiuaba,18/09/13,CHUFPB,3046,Vanzosaura,rubricauda,pit 26
Aiuaba,18/09/13,CHUFPB,3047,Vanzosaura,rubricauda,pit 10
Aiuaba,18/09/13,CHUFPB,3048,Vanzosaura,rubricauda,pit 17
Aiuaba,18/09/13,CHUFPB,3049,Vanzosaura,rubricauda,pit 17
Aiuaba,18/09/13,CHUFPB,3050,Vanzosaura,rubricauda,pit 24
Aiuaba,18/09/13,CHUFPB,3051,Vanzosaura,rubricauda,pit 8
Aiuaba,18/09/13,CHUFPB,3052,Cnemidophurus,gr. ocellifer,pit 15
Aiuaba,18/09/13,CHUFPB,3053,Cnemidophurus,gr. ocellifer,pit 29
Aiuaba,18/09/13,CHUFPB,3054,Tropidurus,hispidus,pit 31
Aiuaba,18/09/13,CHUFPB,3055,Tropidurus,hispidus,pit 15
Aiuaba,18/09/13,CHUFPB,3056,Gymnodactylus,geckoides,pit 35
Aiuaba,18/09/13,CHUFPB,3057,Gymnodactylus,geckoides,pit 35
Aiuaba,18/09/13,CHUFPB,3058,Gymnodactylus,geckoides,"pitfall M2P2, robson"
Aiuaba,18/09/13,CHUFPB,3059,Gymnodactylus,geckoides,"pitfall M2P2, robson"
Aiuaba,18/09/13,CHUFPB,3060,Tropidurus,hispidus,"pitfall M2P4, robson"
Aiuaba,18/09/13,CHUFPB,3061,Phyllopezus,pollicaris,pit 5
Aiuaba,18/09/13,CHUFPB,3062,Gymnodactylus,geckoides,"pit, robson"
Aiuaba,18/09/13,CHUFPB,3063,Gymnodactylus,geckoides,"pit, robson"
Aiuaba,18/09/13,CHUFPB,3064,Gymnodactylus,geckoides,pit 24
Aiuaba,18/09/13,CHUFPB,3065,Vanzosaura,rubricauda,pit 14
Aiuaba,18/09/13,CHUFPB,3066,Tropidurus,hispidus,pit 29
Aiuaba,18/09/13,CHUFPB,3067,Ameiva,ameiva,pit 29
Aiuaba,18/09/13,CHUFPB,3068,Cnemidophurus,gr. ocellifer,pit 19
Aiuaba,18/09/13,CHUFPB,3069,Phyllopezus,pollicaris,pit 31
Aiuaba,18/09/13,CHUFPB,3070,Tropidurus,hispidus,pit 18
Aiuaba,18/09/13,CHUFPB,3071,Hypsiboas,raniceps,busca ativa
Aiuaba,18/09/13,CHUFPB,3072,Hypsiboas,raniceps,busca ativa
Aiuaba,18/09/13,CHUFPB,3073,Hypsiboas,raniceps,busca ativa
Aiuaba,18/09/13,CHUFPB,3074,Hypsiboas,raniceps,busca ativa
Aiuaba,18/09/13,CHUFPB,3075,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3076,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3077,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3078,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3079,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3080,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3081,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3082,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3083,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3084,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3085,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3086,Dendropsophus,nanus,busca ativa
Aiuaba,18/09/13,CHUFPB,3087,Hypsiboas,raniceps,busca ativa
Aiuaba,19/09/13,CHUFPB,3088,Gymnodactylus,geckoides,pit 28
Aiuaba,19/09/13,CHUFPB,3089,Gymnodactylus,geckoides,pit 31
Aiuaba,19/09/13,CHUFPB,3090,Gymnodactylus,geckoides,pit 29
Aiuaba,19/09/13,CHUFPB,3091,Gymnodactylus,geckoides,pit 26
Aiuaba,19/09/13,CHUFPB,3092,Gymnodactylus,geckoides,pit 11
Aiuaba,19/09/13,CHUFPB,3093,Tropidurus,hispidus,pit 20
Aiuaba,19/09/13,CHUFPB,3094,Tropidurus,hispidus,pit 23
Aiuaba,19/09/13,CHUFPB,3095,Tropidurus,hispidus,busca ativa
Aiuaba,19/09/13,CHUFPB,3096,Tropidurus,hispidus,PIT 7
Aiuaba,19/09/13,CHUFPB,3097,Tropidurus,hispidus,pit 10
Aiuaba,19/09/13,CHUFPB,3098,Tropidurus,hispidus,busca ativa
Aiuaba,19/09/13,CHUFPB,3099,Tropidurus,hispidus,busca ativa
Aiuaba,19/09/13,CHUFPB,3100,Tropidurus,hispidus,pit 11
Aiuaba,19/09/13,CHUFPB,3101,Amphisbaena,cf. vermicularis,pit 1
Aiuaba,19/09/13,CHUFPB,3102,Vanzosaura,rubricauda,pit 23
Aiuaba,19/09/13,CHUFPB,3103,Vanzosaura,rubricauda,pit 22
Aiuaba,19/09/13,CHUFPB,3104,Vanzosaura,rubricauda,pit 17
Aiuaba,19/09/13,CHUFPB,3105,Vanzosaura,rubricauda,pit 13
Aiuaba,19/09/13,CHUFPB,3106,Cnemidophurus,gr. ocellifer,pit 04
Aiuaba,19/09/13,CHUFPB,3107,Phyllopezus,pollicaris,pit 26
Aiuaba,19/09/13,CHUFPB,3108,Micrurus,ibiboboca,pit 5
Aiuaba,16/09/13,CHUFPB,3109,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3110,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3111,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3112,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3113,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3114,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3115,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3116,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3117,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3118,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3119,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3120,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3121,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3122,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3123,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3124,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3125,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3126,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3127,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3128,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3129,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3130,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3131,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3132,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3133,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3134,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3135,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3136,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3137,Pseudopaludicola,pocoto,busca ativa
Aiuaba,16/09/13,CHUFPB,3138,Pseudopaludicola,pocoto,busca ativa
Aiuaba,19/09/13,CHUFPB,3139,Gymnodactylus,geckoides,busca ativa
Aiuaba,19/09/13,CHUFPB,3140,Gymnodactylus,geckoides,busca ativa
Aiuaba,19/09/13,CHUFPB,3141,Tropidurus,hispidus,busca ativa
Aiuaba,19/09/13,CHUFPB,3142,Phyllopezus,pollicaris,busca ativa
Aiuaba,19/09/13,CHUFPB,3143,Phyllopezus,pollicaris,busca ativa
Aiuaba,19/09/13,CHUFPB,3144,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3145,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3146,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3147,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3148,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3149,Dendropsophus,nanus,busca ativa
Aiuaba,19/09/13,CHUFPB,3150,Hypsiboas,raniceps,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3151,Tropidurus,hispidus,pit 14
Aiuaba, 20/09/2013,CHUFPB,3152,Tropidurus,hispidus,pit 08
Aiuaba, 20/09/2013,CHUFPB,3153,Tropidurus,hispidus,pitt 10
Aiuaba, 20/09/2013,CHUFPB,3154,Tropidurus,hispidus,cola chão pit 14
Aiuaba, 20/09/2013,CHUFPB,3155,Tropidurus,hispidus,pit 7
Aiuaba, 20/09/2013,CHUFPB,3156,Tropidurus,hispidus,pit 11
Aiuaba, 20/09/2013,CHUFPB,3157,Vanzosaura,rubricauda,pit 11
Aiuaba, 20/09/2013,CHUFPB,3158,Tropidurus,hispidus,colachão pit 6
Aiuaba, 20/09/2013,CHUFPB,3159,Phyllopezus,pollicaris,colachão pit 6
Aiuaba, 20/09/2013,CHUFPB,3160,Gymnodactylus,geckoides,pit 5
Aiuaba, 20/09/2013,CHUFPB,3161,Hemidactylus,brasilianus,cola chão pit 12
Aiuaba, 20/09/2013,CHUFPB,3162,Lygodactylus,klugei,cola árv.  Pit 15
Aiuaba, 20/09/2013,CHUFPB,3163,Tropidurus,hispidus,pit 26
Aiuaba, 20/09/2013,CHUFPB,3164,Tropidurus,hispidus,pit 32
Aiuaba, 20/09/2013,CHUFPB,3165,Tropidurus,hispidus,pit 37
Aiuaba, 20/09/2013,CHUFPB,3166,Tropidurus,hispidus,cola chão pit 4
Aiuaba, 20/09/2013,CHUFPB,3167,Tropidurus,hispidus,pit 20
Aiuaba, 20/09/2013,CHUFPB,3168,Tropidurus,hispidus,pit 27
Aiuaba, 20/09/2013,CHUFPB,3169,Tropidurus,hispidus,pit 18
Aiuaba, 20/09/2013,CHUFPB,3170,Tropidurus,hispidus,pit 23
Aiuaba, 20/09/2013,CHUFPB,3171,Tropidurus,hispidus,pit 37
Aiuaba, 20/09/2013,CHUFPB,3172,Tropidurus,hispidus,pit 19
Aiuaba, 20/09/2013,CHUFPB,3173,Tropidurus,hispidus,cola árv. Pit 7
Aiuaba, 20/09/2013,CHUFPB,3174,Cnemidophurus,gr. ocellifer,pit 05
Aiuaba, 20/09/2013,CHUFPB,3175,Cnemidophurus,gr. ocellifer,pit 7
Aiuaba, 20/09/2013,CHUFPB,3176,Phyllopezus,pollicaris,cola árv. Pit 6
Aiuaba, 20/09/2013,CHUFPB,3177,Ameiva,ameiva,pit 17
Aiuaba, 20/09/2013,CHUFPB,3178,Phyllopezus,pollicaris,pit 22
Aiuaba, 20/09/2013,CHUFPB,3179,Phyllopezus,pollicaris,pit 34
Aiuaba, 20/09/2013,CHUFPB,3180,Phyllopezus,pollicaris,pit 37
Aiuaba, 20/09/2013,CHUFPB,3181,Vanzosaura,rubricauda,pit 10
Aiuaba, 20/09/2013,CHUFPB,3182,Vanzosaura,rubricauda,pit 5
Aiuaba, 20/09/2013,CHUFPB,3183,Cnemidophurus,gr. ocellifer,pit 17
Aiuaba, 20/09/2013,CHUFPB,3184,Gymnodactylus,geckoides,pit 28
Aiuaba, 20/09/2013,CHUFPB,3185,Gymnodactylus,geckoides,pit 31
Aiuaba, 20/09/2013,CHUFPB,3186,Gymnodactylus,geckoides,pit 20
Aiuaba, 20/09/2013,CHUFPB,3187,Cnemidophurus,gr. ocellifer,pit 16
Aiuaba, 20/09/2013,CHUFPB,3188,Vanzosaura,rubricauda,pit 24
Aiuaba, 20/09/2013,CHUFPB,3189,Vanzosaura,rubricauda,pit 9
Aiuaba, 20/09/2013,CHUFPB,3190,Cnemidophurus,gr. ocellifer,pit 29
Aiuaba, 20/09/2013,CHUFPB,3191,Gymnodactylus,geckoides,pit 16
Aiuaba, 20/09/2013,CHUFPB,3192,Gymnodactylus,geckoides,pit 36
Aiuaba, 20/09/2013,CHUFPB,3193,Gymnodactylus,geckoides,pit 34
Aiuaba, 20/09/2013,CHUFPB,3194,Gymnodactylus,geckoides,pit 4
Aiuaba, 20/09/2013,CHUFPB,3195,Lygodactylus,klugei,pit 4
Aiuaba, 20/09/2013,CHUFPB,3196,Lygodactylus,klugei,pit 4
Aiuaba, 20/09/2013,CHUFPB,3197,Cnemidophurus,gr. ocellifer,pit 24
Aiuaba, 20/09/2013,CHUFPB,3198,Ameiva,ameiva,pit 16
Aiuaba, 20/09/2013,CHUFPB,3199,Ameiva,ameiva,pit 31
Aiuaba, 20/09/2013,CHUFPB,3200,Leptodeira,annullata,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3201,Apostolepis,sp.,pit2
Aiuaba, 20/09/2013,CHUFPB,3202,Leptodactylus,macrosternum,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3203,Hypsiboas,raniceps,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3204,Leptodactylus,macrosternum,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3205,Leptodactylus,macrosternum,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3206,Dendropsophus,nanus,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3207,Dendropsophus,nanus,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3208,Dendropsophus,nanus,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3209,Dendropsophus,nanus,busca ativa
Aiuaba, 20/09/2013,CHUFPB,3210,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3211,Cnemidophurus,gr. ocellifer,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3212,Tropidurus,hispidus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3213,Tropidurus,hispidus,pit 22
Aiuaba, 21/09/2013,CHUFPB,3214,Tropidurus,hispidus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3215,Tropidurus,hispidus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3216,Tropidurus,hispidus,pit 26
Aiuaba, 21/09/2013,CHUFPB,3217,Tropidurus,hispidus,pit 35
Aiuaba, 21/09/2013,CHUFPB,3218,Tropidurus,hispidus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3219,Tropidurus,hispidus,pit 3
Aiuaba, 21/09/2013,CHUFPB,3220,Ameiva,ameiva,pit 16
Aiuaba, 21/09/2013,CHUFPB,3221,Ameiva,ameiva,pit 18
Aiuaba, 21/09/2013,CHUFPB,3222,Ameiva,ameiva,pit 25
Aiuaba, 21/09/2013,CHUFPB,3223,Gymnodactylus,geckoides,pit 33
Aiuaba, 21/09/2013,CHUFPB,3224,Gymnodactylus,geckoides,pit 34
Aiuaba, 21/09/2013,CHUFPB,3225,Gymnodactylus,geckoides,pit 10
Aiuaba, 21/09/2013,CHUFPB,3226,Gymnodactylus,geckoides,pit 5
Aiuaba, 21/09/2013,CHUFPB,3227,Vanzosaura,rubricauda,pit 35
Aiuaba, 21/09/2013,CHUFPB,3228,Vanzosaura,rubricauda,pit 17
Aiuaba, 21/09/2013,CHUFPB,3229,Hemidactylus,mabouia,pit 29
Aiuaba, 21/09/2013,CHUFPB,3230,Phyllopezus,pollicaris,pit 26
Aiuaba, 21/09/2013,CHUFPB,3231,Lygodactylus,klugei,cola árv. Pit 19
Aiuaba, 21/09/2013,CHUFPB,3232,Lygodactylus,klugei,cola árv. pit 36
Aiuaba, 21/09/2013,CHUFPB,3233,Lygodactylus,klugei,cola árv. Pit 29
Aiuaba, 21/09/2013,CHUFPB,3234,Lygodactylus,klugei,cola árv. pit 15
Aiuaba, 21/09/2013,CHUFPB,3235,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3236,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3237,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3238,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3239,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3240,Dendropsophus,nanus,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3241,Leptodactylus,macrosternum,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3242,Leptodactylus,macrosternum,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3243,Leptodactylus,macrosternum,busca ativa
Aiuaba, 21/09/2013,CHUFPB,3244,Phyllopezus,pollicaris,busca ativa
Aiuaba,22/09/13,CHUFPB,3245,Gymnodactylus,geckoides,cola chão pit 33
Aiuaba,22/09/13,CHUFPB,3246,Gymnodactylus,geckoides,pit 7
Aiuaba,22/09/13,CHUFPB,3247,Gymnodactylus,geckoides,pit 4
Aiuaba,22/09/13,CHUFPB,3248,Gymnodactylus,geckoides,pit 32
Aiuaba,22/09/13,CHUFPB,3249,Gymnodactylus,geckoides,pit 26
Aiuaba,22/09/13,CHUFPB,3250,Tropidurus,hispidus,pit 20
Aiuaba,22/09/13,CHUFPB,3251,Tropidurus,hispidus,pit 24
Aiuaba,22/09/13,CHUFPB,3252,Tropidurus,hispidus,pit 28
Aiuaba,22/09/13,CHUFPB,3253,Tropidurus,hispidus,pit 27
Aiuaba,22/09/13,CHUFPB,3254,Tropidurus,hispidus,pit 29
Aiuaba,22/09/13,CHUFPB,3255,Lygodactylus,klugei,cola chão pit 22
Aiuaba,22/09/13,CHUFPB,3256,Gymnodactylus,geckoides,pit 20
Aiuaba,22/09/13,CHUFPB,3257,Gymnodactylus,geckoides,pit 27
Aiuaba,22/09/13,CHUFPB,3258,Gymnodactylus,geckoides,pit 19
Aiuaba,22/09/13,CHUFPB,3259,Ameiva,ameiva,pit 27
Aiuaba,22/09/13,CHUFPB,3260,Cnemidophurus,gr. ocellifer,pit 17
Aiuaba,22/09/13,CHUFPB,3261,Cnemidophurus,gr. ocellifer,pit 16
Aiuaba,22/09/13,CHUFPB,3262,Vanzosaura,rubricauda,pit 12
Aiuaba,22/09/13,CHUFPB,3263,Vanzosaura,rubricauda,pit 25
Aiuaba,22/09/13,CHUFPB,3264,Cnemidophurus,gr. ocellifer,pit 19
Aiuaba,22/09/13,CHUFPB,3265,Cnemidophurus,gr. ocellifer,busca ativa
Aiuaba,22/09/13,CHUFPB,3266,Cnemidophurus,gr. ocellifer,pit 18
Aiuaba,22/09/13,CHUFPB,3267,Cnemidophurus,gr. ocellifer,pit 37
Aiuaba,22/09/13,CHUFPB,3268,Tropidurus,jaguaribanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3269,Ameiva,ameiva,pit 16
Aiuaba,22/09/13,CHUFPB,3270,Epictia,borapeliotes,pit 4
Aiuaba,22/09/13,CHUFPB,3271,Leptodactylus,macrosternum,busca ativa
Aiuaba,22/09/13,CHUFPB,3272,Dendropsophus,nanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3273,Dendropsophus,nanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3274,Dendropsophus,nanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3275,Dendropsophus,nanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3276,Dendropsophus,nanus,busca ativa
Aiuaba,22/09/13,CHUFPB,3277,Dendropsophus,nanus,busca ativa
Aiuaba,23/09/13,CHUFPB,3278,Scinax,x-signatus,pit 29
Aiuaba,23/09/13,CHUFPB,3279,Tropidurus,jaguaribanus,busca ativa
Aiuaba,23/09/13,CHUFPB,3280,Tropidurus,hispidus,cola chão pit 35
Aiuaba,23/09/13,CHUFPB,3281,Tropidurus,hispidus,pit 27
Aiuaba,23/09/13,CHUFPB,3282,Tropidurus,hispidus,pit 28
Aiuaba,23/09/13,CHUFPB,3283,Tropidurus,hispidus,pit 21
Aiuaba,23/09/13,CHUFPB,3284,Tropidurus,hispidus,pit 23
Aiuaba,23/09/13,CHUFPB,3285,Tropidurus,hispidus,pit 9
Aiuaba,23/09/13,CHUFPB,3286,Tropidurus,hispidus,pit 32
Aiuaba,23/09/13,CHUFPB,3287,Gymnodactylus,geckoides,pit 34
Aiuaba,23/09/13,CHUFPB,3288,Gymnodactylus,geckoides,pit 18
Aiuaba,23/09/13,CHUFPB,3289,Gymnodactylus,geckoides,pit 11
Aiuaba,23/09/13,CHUFPB,3290,Ameiva,ameiva,pit 3
Aiuaba,23/09/13,CHUFPB,3291,Ameiva,ameiva,pit 33
Aiuaba,22/09/13,CHUFPB,3292,Leptodeira,annullata,busca ativa
Aiuaba,22/09/13,CHUFPB,3293,Leptodactylus,macrosternum,busca ativa
Aiuaba,22/09/13,CHUFPB,3294,Leptodactylus,vastus,busca ativa
Aiuaba,22/09/13,CHUFPB,3295,Hypsiboas,raniceps,busca ativa
Aiuaba,22/09/13,CHUFPB,3296,Dendropsophus,nanus,busca ativa
Aiuaba,23/09/13,CHUFPB,3297,Vanzosaura,rubricauda,pit 7
Aiuaba,23/09/13,CHUFPB,3298,Vanzosaura,rubricauda,pit 15
Aiuaba,23/09/13,CHUFPB,3299,Vanzosaura,rubricauda,pit 29
Aiuaba,23/09/13,CHUFPB,3300,Vanzosaura,rubricauda,pit 24
Aiuaba,23/09/13,CHUFPB,3301,Coleodactylus,sp.,pit 29
Aiuaba,23/09/13,CHUFPB,3302,Phyllopezus,pollicaris,pit 23
Aiuaba,23/09/13,CHUFPB,3303,Phyllopezus,pollicaris,busca ativa
Aiuaba,23/09/13,CHUFPB,3304,Phyllopezus,pollicaris,busca ativa
Aiuaba,23/09/13,CHUFPB,3305,Hemidactylus,mabouia,busca ativa
Aiuaba,23/09/13,CHUFPB,3306,Phyllopezus,pollicaris,busca ativa
Aiuaba,23/09/13,CHUFPB,3307,Phyllopezus,pollicaris,busca ativa
Aiuaba,23/09/13,CHUFPB,3308,Gymnodactylus,geckoides,busca ativa
Aiuaba,23/09/13,CHUFPB,3309,Leptodeira,annullata,busca ativa
Aiuaba,23/09/13,CHUFPB,3310,Vanzosaura,rubricauda,busca ativan
Aiuaba,25/09/13,CHUFPB,3311,Tropidurus,hispidus,pit 12
Aiuaba,24/09/13,CHUFPB,3312,Tropidurus,hispidus,pit 30
Aiuaba,24/09/13,CHUFPB,3313,Tropidurus,hispidus,pit 1
Aiuaba,24/09/13,CHUFPB,3314,Tropidurus,hispidus,pit 5
Aiuaba,24/09/13,CHUFPB,3315,Tropidurus,hispidus,pit 1
Aiuaba,11/10/13,CHUFPB,3316,Amphisbaena,sp.,busca ativa
Aiuaba,24/09/13,CHUFPB,3317,Vanzosaura,rubricauda,pit 11
Aiuaba,24/09/13,CHUFPB,3318,Vanzosaura,rubricauda,pit 9
Aiuaba,24/09/13,CHUFPB,3319,Vanzosaura,rubricauda,pit 17
Aiuaba,24/09/13,CHUFPB,3320,Vanzosaura,rubricauda,pit 32
Aiuaba,24/09/13,CHUFPB,3321,Vanzosaura,rubricauda,pit 22
Aiuaba,24/09/13,CHUFPB,3322,Vanzosaura,rubricauda,pit 28
Aiuaba,24/09/13,CHUFPB,3323,Vanzosaura,rubricauda,pit 10
Aiuaba,24/09/13,CHUFPB,3324,Vanzosaura,rubricauda,pit 10
Aiuaba,24/09/13,CHUFPB,3325,Cnemidophurus,gr. ocellifer,pit 16
Aiuaba,24/09/13,CHUFPB,3326,Cnemidophurus,gr. ocellifer,pit 15
Aiuaba,24/09/13,CHUFPB,3327,Cnemidophurus,gr. ocellifer,pit 21
Aiuaba,24/09/13,CHUFPB,3328,Ameiva,ameiva,pit 30
Aiuaba,24/09/13,CHUFPB,3329,Phyllopezus,pollicaris,pit 18
Aiuaba,24/09/13,CHUFPB,3330,Epictia,borapeliotes,pit 1
Aiuaba,24/09/13,CHUFPB,3331,Leptodactylus,troglodytes,pit 2
Aiuaba,24/09/13,CHUFPB,3332,Micrablepharus,maximiliani,busca ativa
Aiuaba,24/09/13,CHUFPB,3333,Micrablepharus,maximiliani,busca ativa
Aiuaba,24/09/13,CHUFPB,3334,Micrablepharus,maximiliani,busca ativa
Aiuaba,24/09/13,CHUFPB,3335,Micrablepharus,maximiliani,busca ativa
Aiuaba,24/09/13,CHUFPB,3336,Bothrops,sp.,busca ativa
